,Name,Type,Latitude,Longitude,Town
0,KA SHING COURT (ND130),Bus,22.492391,114.133564,Fanling
1,Green minibus stop (1110),Green Minibus,22.48319101723004,114.139384880824,Fanling
2,Green minibus stop (1096),Green Minibus,22.484537925792523,114.14587576856415,Fanling
3,Green minibus stop (849),Green Minibus,22.486677625316062,114.14333900167526,Fanling
4,Green minibus stop (848),Green Minibus,22.48826638601709,114.14060794544191,Fanling
5,Green minibus stop (847),Green Minibus,22.487065309288,114.14046249383834,Fanling
6,Green minibus stop (846),Green Minibus,22.48618036229069,114.1406084884275,Fanling
7,Green minibus stop (845),Green Minibus,22.486017464821053,114.13908287652092,Fanling
8,Green minibus stop (844),Green Minibus,22.487219257251223,114.14242541433396,Fanling
9,Green minibus stop (616),Green Minibus,22.499011468314094,114.13603747569417,Fanling
10,Green minibus stop (615),Green Minibus,22.495788479090123,114.139595291448,Fanling
11,Green minibus stop (613),Green Minibus,22.495942024974173,114.13972158741706,Fanling
12,Green minibus stop (612),Green Minibus,22.498930485905163,114.13720371282336,Fanling
13,Green minibus stop (609),Green Minibus,22.495391525768696,114.14129608234587,Fanling
14,Green minibus stop (608),Green Minibus,22.50050277997541,114.14152802173726,Fanling
15,Green minibus stop (607),Green Minibus,22.50088210522847,114.14175145281575,Fanling
16,Green minibus stop (604),Green Minibus,22.49667387622357,114.14145124734216,Fanling
17,Green minibus stop (603),Green Minibus,22.49822735805777,114.14262677810652,Fanling
18,Green minibus stop (602),Green Minibus,22.4929707398026,114.13850762644957,Fanling
19,Green minibus stop (601),Green Minibus,22.49247446779717,114.14022784811507,Fanling
20,Green minibus stop (600),Green Minibus,22.50028661420865,114.1442006751284,Fanling
21,Green minibus stop (599),Green Minibus,22.49155322222264,114.13959642504896,Fanling
22,FAN LENG LAU ROAD (ND565),Bus,22.500752,114.14017,Fanling
23,FANLING STATION BBI - FANLING STATION (C1) (ND496),Bus,22.491702,114.13936,Fanling
24,Green minibus stop (1122),Green Minibus,22.495274573914145,114.14336608667402,Fanling
25,Green minibus stop (1268),Green Minibus,22.482242987357186,114.14009449729672,Fanling
26,Green minibus stop (1269),Green Minibus,22.48407597702868,114.13929718606738,Fanling
27,Green minibus stop (1270),Green Minibus,22.48620702793,114.1387621457393,Fanling
28,Green minibus stop (2901),Green Minibus,22.501243915889635,114.14459891338312,Fanling
29,Green minibus stop (2225),Green Minibus,22.50231853811825,114.14462782032882,Fanling
30,Green minibus stop (2219),Green Minibus,22.5016416138675,114.1464550804664,Fanling
31,Green minibus stop (1691),Green Minibus,22.484537923925647,114.14586605112405,Fanling
32,Green minibus stop (1690),Green Minibus,22.482730235290006,114.13840355609024,Fanling
33,Green minibus stop (1674),Green Minibus,22.49304295521381,114.13839099015148,Fanling
34,Green minibus stop (1673),Green Minibus,22.49303396876283,114.13857563526383,Fanling
35,Green minibus stop (1672),Green Minibus,22.49831783528944,114.14345282007034,Fanling
36,Green minibus stop (1670),Green Minibus,22.500891141966594,114.14178060628274,Fanling
37,Green minibus stop (1618),Green Minibus,22.497505020837888,114.14307399965496,Fanling
38,Green minibus stop (1533),Green Minibus,22.497801904251897,114.1380981240514,Fanling
39,FAN LENG LAU TSUEN (ND291),Bus,22.49701,114.141249,Fanling
40,Green minibus stop (1532),Green Minibus,22.495626307499897,114.14125714950993,Fanling
41,Green minibus stop (1320),Green Minibus,22.48280271410002,114.13940441992568,Fanling
42,Green minibus stop (1319),Green Minibus,22.48513401250504,114.14629348771,Fanling
43,Green minibus stop (1318),Green Minibus,22.490958486056027,114.1455730856528,Fanling
44,Green minibus stop (1317),Green Minibus,22.497730611720943,114.14227703925918,Fanling
45,Green minibus stop (1316),Green Minibus,22.482396791606774,114.1413771390772,Fanling
46,Green minibus stop (1283),Green Minibus,22.49080358362856,114.13910101391666,Fanling
47,Green minibus stop (1282),Green Minibus,22.491172875468244,114.13522347045723,Fanling
48,Green minibus stop (1281),Green Minibus,22.49237347314029,114.13353218174318,Fanling
49,Green minibus stop (1273),Green Minibus,22.491957998787694,114.13325049027408,Fanling
50,Green minibus stop (1272),Green Minibus,22.490956130780845,114.13516522794588,Fanling
51,Green minibus stop (1271),Green Minibus,22.490559735433205,114.13898446571676,Fanling
52,Green minibus stop (1512),Green Minibus,22.48404994018432,114.1441364613558,Fanling
53,Green minibus stop (2902),Green Minibus,22.50045763015009,114.14153775175096,Fanling
54,FANLING STATION BBI - FANLING STATION (C1) (ND495),Bus,22.491849,114.139192,Fanling
55,SWALLOW GARDEN (ND180),Bus,22.495196,114.137227,Fanling
56,WO HING TSUEN (ND160),Bus,22.484599,114.144319,Fanling
57,Wah Sum Estate (ND139),Bus,22.485511,114.142649,Fanling
58,KING SHING COURT (ND136),Bus,22.487472,114.140579,Fanling
59,CHING KOK LIN ASSN.SCHOOL (ND385),Bus,22.487178,114.142431,Fanling
60,TONG HANG (ND247),Bus,22.490878,114.145976,Fanling
61,FANLING CENTRE (ND187),Bus,22.491181,114.142627,Fanling
62,FANLING STATION BBI - CHEUNG WAH ESTATE (A1),Bus,22.492466,114.140389,Fanling
63,FANLING FIRE STATION (ND555),Bus,22.494104,114.140097,Fanling
64,LOK WO STREET FANLING (ND552),Bus,22.497002,114.142831,Fanling
65,WAH MING ESTATE BUS TERMINUS(B3) (ND981),Bus,22.484213,114.141463,Fanling
66,YAN SHING COURT (ND395),Bus,22.487155,114.140452,Fanling
67,DAWNING VIEWS (ND151),Bus,22.486635,114.143349,Fanling
68,TONG HANG (ND450),Bus,22.490759,114.145622,Fanling
69,FANLING CENTRE (ND470),Bus,22.490874,114.142257,Fanling
70,FANLING STATION BBI - FANLING TOWN CENTRE (B1),Bus,22.492576,114.139786,Fanling
71,FANLING FIRE STATION (ND260),Bus,22.494199,114.139916,Fanling
72,FAN LENG LAU (ND261),Bus,22.495982,114.141578,Fanling
73,LUEN WO HUI PLAYGROUND (ND263),Bus,22.497484,114.14307,Fanling
74,LUEN WO HUI BUS TERMINUS (ND965),Bus,22.500346,114.143625,Fanling
75,UNION PLAZA (ND561),Bus,22.500489,114.142725,Fanling
76,FAN LENG LAU ROAD (ND293),Bus,22.500637,114.14001,Fanling
77,NOBLE HILL (ND570),Bus,22.502943,114.136631,Fanling
78,NOBLE HILL (ND255),Bus,22.503324,114.136614,Fanling
79,WO HOP SHEK (ND880),Bus,22.482439,114.143218,Fanling
80,WAH MING ESTATE BUS TERMINUS(B2) (ND982),Bus,22.484341,114.141287,Fanling
81,YAN SHING COURT (ND394),Bus,22.487137,114.140405,Fanling
82,DAWNING VIEWS (ND152),Bus,22.486567,114.143489,Fanling
83,NORTH DISTRICT PARK SOUTH GATE (ND179),Bus,22.497712,114.132805,Fanling
84,FANLING STATION BBI - FANLING STATION(D1) (ND133),Bus,22.491067,114.13887,Fanling
85,KEI SAN SECONDARY SCHOOL (ND132),Bus,22.491214,114.13496,Fanling
86,KA SHING COURT (ND129),Bus,22.492501,114.133562,Fanling
87,GREEN CODE (ND265),Bus,22.500694,114.14611,Fanling
88,FANLING STATION BBI - FANLING TOWN CENTRE (B1),Bus,22.492917,114.139583,Fanling
89,ON LOK TSUEN (ND551),Bus,22.499857,114.145735,Fanling
90,FANLING STATION BBI - FUNG YING SEEN KOON (D2),Bus,22.491,114.138482,Fanling
91,FLORA PLAZA (ND391),Bus,22.485231,114.142756,Fanling
92,KA SHING COURT (ND401),Bus,22.492093,114.13324,Fanling
93,CHI FUK CIRCUIT FANLING (ND411),Bus,22.493251,114.136205,Fanling
94,FANLING STATION BBI - CHEUNG WAH ESTATE (A1),Bus,22.492466,114.140389,Fanling
95,KEI SAN SECONDARY SCHOOL (ND399),Bus,22.490943,114.135133,Fanling
96,YAN SHING COURT (ND396),Bus,22.487197,114.140384,Fanling
97,WAH MING BBI(C2) (ND989),Bus,22.484557,114.141194,Fanling
98,WO HOP SHEK (ND883),Bus,22.482439,114.143218,Fanling
99,NORTH DISTRICT PARK NORTH GATE (ND453),Bus,22.499589,114.135119,Fanling
100,FANLING LAW COURTS BUILDING (ND452),Bus,22.495489,114.13987,Fanling
101,RHENISH CHURCH SECONDARY SCHOOL (ND567),Bus,22.497188,114.141291,Fanling
102,YIU MING HOUSE WAH MING ESTATE (ND378),Bus,22.482476,114.141439,Fanling
103,HONG MING HOUSE WAH MING ESTATE (ND376),Bus,22.483854,114.139461,Fanling
104,YAN FAI HOUSE YAN SHING COURT (ND375),Bus,22.486277,114.138985,Fanling
105,WO HING TSUEN (ND370),Bus,22.484716,114.146218,Fanling
106,WO HOP SHEK WO HING TSUEN (ND205),Bus,22.485128,114.14636,Fanling
107,FANLING STATION BBI-FUNG YING SEEN KOON(D2),Bus,22.491045,114.138414,Fanling
108,Green minibus stop (2903),Green Minibus,22.4926550359562,114.1400528764849,Fanling
109,ALLIANCE PRIMARY SCHOOL SHEUNG SHUI (ND296),Bus,22.500807,114.14261,Fanling
110,Green minibus stop (2905),Green Minibus,22.49913934057085,114.1422183784974,Fanling
111,LOK WO STREET (ND553),Bus,22.49698,114.142814,Fanling
112,LUEN WO HUI BUS TERMINUS (ND967),Bus,22.500471,114.143622,Fanling
113,CHI FUK CIRCUIT (ND410),Bus,22.493014,114.136124,Fanling
114,WAH MING ESTATE BUS TERMINUS(B1) (ND983),Bus,22.4845,114.141025,Fanling
115,YAN SHING COURT (ND392),Bus,22.486987,114.140504,Fanling
116,WAH MING BBI(C6) (ND985),Bus,22.48425,114.141642,Fanling
117,LUEN WO HUI BUS TERMINUS (ND962),Bus,22.500346,114.143625,Fanling
118,WO HOP SHEK (ND881),Bus,22.482439,114.143218,Fanling
119,WAH MING BBI(C5) (ND986),Bus,22.48435,114.141503,Fanling
120,UNION PLAZA (ND560),Bus,22.500489,114.142725,Fanling
121,Green minibus stop (2904),Green Minibus,22.493033952596058,114.1385076090364,Fanling
122,LUEN WO HUI BUS TERMINUS (ND961),Bus,22.500346,114.143625,Fanling
123,LUEN WO HUI BUS TERMINUS (ND968),Bus,22.500346,114.143625,Fanling
124,CHEONG SHING COURT (ND161),Bus,22.483813,114.139244,Fanling
125,FANLING (FAI MING ROAD) (ND995),Bus,22.482008,114.13795,Fanling
126,WAH MING BBI(C3) (ND988),Bus,22.484467,114.141322,Fanling
127,PAK FUK TIN SUM PLAYGROUND (ND150),Bus,22.488346,114.140923,Fanling
128,WAH MING ESTATE BUS TERMINUS(A1) (ND980),Bus,22.484376,114.140963,Fanling
129,Fanling,MTR,22.492073,114.138691,Fanling
130,LUEN WO HUI BUS TERMINUS (ND963),Bus,22.500346,114.143625,Fanling
131,FANLING STATION BBI - FANLING TOWN CENTRE (B1),Bus,22.492326,114.14007,Fanling
132,LUEN WO HUI BUS TERMINUS (ND960),Bus,22.500346,114.143625,Fanling
133,LUEN WO HUI BUS TERMINUS (ND964),Bus,22.500346,114.143625,Fanling
134,FANLING CENTRE (ND186),Bus,22.491037,114.142129,Fanling
135,TONG HANG (ND248),Bus,22.490774,114.146072,Fanling
136,FLORA PLAZA (ND390),Bus,22.485231,114.142756,Fanling
137,FANLING STATION BBI-FANLING STATION (ND497),Bus,22.492376,114.13883,Fanling
138,NOBLE HILL (ND570),Bus,22.502943,114.136631,Fanling
139,FAN LENG LAU ROAD (ND293),Bus,22.500637,114.14001,Fanling
140,FAN LENG LAU TSUEN (ND291),Bus,22.49701,114.141249,Fanling
141,YIU MING HOUSE WAH MING ESTATE (ND378),Bus,22.482476,114.141439,Fanling
142,HONG MING HOUSE WAH MING ESTATE (ND376),Bus,22.483854,114.139461,Fanling
143,WAH MING BBI(C1) (ND990),Bus,22.484557,114.141194,Fanling
144,FANLING STATION BBI-CHEUNG WAH ESTATE(A1) (ND183),Bus,22.49236,114.140507,Fanling
145,SWALLOW GARDEN (ND181),Bus,22.495196,114.137227,Fanling
146,NORTH DISTRICT PARK SOUTH GATE (ND178),Bus,22.497712,114.132805,Fanling
147,FANLING SWIMMING POOL (ND476),Bus,22.495367,114.136531,Fanling
148,LUEN WO HUI PLAYGROUND (ND264),Bus,22.497622,114.14321,Fanling
149,FAN LENG LAU (ND262),Bus,22.496036,114.141638,Fanling
150,FANLING CENTRE (ND471),Bus,22.490874,114.142257,Fanling
151,TONG HANG (ND451),Bus,22.490691,114.145682,Fanling
152,WAH SUM ESTATE (ND140),Bus,22.48549,114.142806,Fanling
153,KING SHING COURT (ND137),Bus,22.4874,114.140608,Fanling
154,FANLING STATION BBI - FANLING STATION (D1) (ND135),Bus,22.490938,114.139024,Fanling
155,CHI FUK CIRCUIT FANLING (ND413),Bus,22.493014,114.136124,Fanling
156,KA SHING COURT (ND402),Bus,22.4921,114.133276,Fanling
157,CHI FUK CIRCUIT FANLING (ND412),Bus,22.493014,114.136124,Fanling
158,KEI SAN SECONDARY SCHOOL (ND400),Bus,22.490926,114.135051,Fanling
159,YAN SHING COURT (ND393),Bus,22.487055,114.140447,Fanling
160,WAH MING BBI(C4) (ND987),Bus,22.484411,114.14141,Fanling
161,WAH SUM ESTATE (ND141),Bus,22.485511,114.142649,Fanling
162,FANLING FIRE STATION (ND554),Bus,22.494172,114.140143,Fanling
163,Green minibus stop (4523),Green Minibus,22.485386195814836,114.14295061249337,Fanling
164,FANLING SWIMMING POOL (ND475),Bus,22.495367,114.136531,Fanling
165,WAH MING BBI(C7) (ND984),Bus,22.48425,114.141642,Fanling
166,FANLING LUTHERAN SECONDARY SCHOOL (ND245),Bus,22.498666,114.137614,Fanling
167,"PIK FUNG ROAD-FANLING, LAW COURTS BUILDING (ND246)",Bus,22.495656,114.140069,Fanling
168,LUEN WO HUI BUS TERMINUS (ND966),Bus,22.500346,114.143625,Fanling
169,FANLING STATION BBI - CHEUNG WAH ESTATE (A1),Bus,22.49236,114.140507,Fanling
170,Green minibus stop (3601),Green Minibus,22.499988930043063,114.14581401920168,Fanling
171,CHEUNG WAH BUS TERMINUS (ND956),Bus,22.492515,114.141338,Fanling
172,KA SHING COURT (ND128),Bus,22.492421,114.133535,Fanling
173,FANLING STATION BBI - FANLING STATION (D1) (ND134),Bus,22.490997,114.138959,Fanling
174,KING SHING COURT (ND138),Bus,22.487331,114.140641,Fanling
175,Green minibus stop (3600),Green Minibus,22.50088225611241,114.14245119065366,Fanling
176,Green minibus stop (3599),Green Minibus,22.500457587441545,114.141343380724,Fanling
177,Green minibus stop (3598),Green Minibus,22.49683638696668,114.14128599492336,Fanling
178,Green minibus stop (3597),Green Minibus,22.494787006753125,114.14372577574366,Fanling
179,Green minibus stop (4524),Green Minibus,22.491121004944763,114.1454272806377,Fanling
180,Green minibus stop (3591),Green Minibus,22.50071067038503,114.14241235879616,Fanling
181,Green minibus stop (3602),Green Minibus,22.49689089262688,114.1427825996227,Fanling
182,Green minibus stop (4521),Green Minibus,22.49290694799484,114.13614616415325,Fanling
183,Green minibus stop (3606),Green Minibus,22.487245895443227,114.14036527035192,Fanling
184,Green minibus stop (3607),Green Minibus,22.490695164026345,114.1388678144408,Fanling
185,Green minibus stop (3608),Green Minibus,22.49303396645505,114.13856591723136,Fanling
186,Green minibus stop (3609),Green Minibus,22.49590630751449,114.1415194702176,Fanling
187,Green minibus stop (3610),Green Minibus,22.50069261790592,114.14245123753784,Fanling
188,Green minibus stop (3687),Green Minibus,22.487291525354028,114.14254200805615,Fanling
189,Green minibus stop (3688),Green Minibus,22.49560797387416,114.1400423775654,Fanling
190,Green minibus stop (3827),Green Minibus,22.49559920986983,114.14122800180252,Fanling
191,Green minibus stop (3828),Green Minibus,22.500222741400023,114.14109075873162,Fanling
192,Green minibus stop (4025),Green Minibus,22.49538244159724,114.14105312973264,Fanling
193,Green minibus stop (4026),Green Minibus,22.500440158370665,114.144336698812,Fanling
194,Green minibus stop (4033),Green Minibus,22.49285337000521,114.13861455700685,Fanling
195,Green minibus stop (4034),Green Minibus,22.495409534945267,114.14106284096324,Fanling
196,Green minibus stop (4035),Green Minibus,22.49612371583669,114.14476531028508,Fanling
197,Green minibus stop (4450),Green Minibus,22.499518585658883,114.1420725068138,Fanling
198,Green minibus stop (4522),Green Minibus,22.487309165259305,114.14061791224536,Fanling
199,Green minibus stop (3605),Green Minibus,22.48520554873015,114.1427660242197,Fanling
200,Green minibus stop (3589),Green Minibus,22.50293079446049,114.1365805745458,Fanling
201,Green minibus stop (3603),Green Minibus,22.49478704459198,114.14391042069818,Fanling
202,Green minibus stop (3587),Green Minibus,22.500828858509923,114.14634835365374,Fanling
203,Green minibus stop (3586),Green Minibus,22.494208228970056,114.1398969760199,Fanling
204,Green minibus stop (3584),Green Minibus,22.49086820085924,114.14567028476183,Fanling
205,Green minibus stop (3580),Green Minibus,22.49036258786074,114.14613685466776,Fanling
206,Green minibus stop (3585),Green Minibus,22.49086753834929,114.1424147943458,Fanling
207,Green minibus stop (3578),Green Minibus,22.494072775228485,114.13990673008873,Fanling
208,Green minibus stop (3577),Green Minibus,22.4968005742813,114.1427145936567,Fanling
209,Green minibus stop (2960),Green Minibus,22.49745082215884,114.1429962660738,Fanling
210,Green minibus stop (2910),Green Minibus,22.498101077587982,114.14331681466771,Fanling
211,Green minibus stop (3579),Green Minibus,22.491120439248128,114.14264796138238,Fanling
212,Green minibus stop (3588),Green Minibus,22.50058371849728,114.14003134284992,Fanling
213,PING KONG (ND590),Bus,22.498017,114.123002,Sheung Shui
214,CHING HO ESTATE BUS TERMINUS (ND936),Bus,22.495159,114.128471,Sheung Shui
215,NG UK VILLAGE (ND405),Bus,22.49661,114.127554,Sheung Shui
216,GLAMOUR GARDEN (ND403),Bus,22.495493,114.130967,Sheung Shui
217,FAN KAM ROAD (ND584),Bus,22.499395,114.122767,Sheung Shui
218,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A2),Bus,22.502744,114.127704,Sheung Shui
219,TIN PING ESTATE BUS TERMINUS (ND952),Bus,22.503577,114.133906,Sheung Shui
220,CHING HO ESTATE (ND415),Bus,22.494671,114.127659,Sheung Shui
221,SHEUNG SHUI BBI - SHEUNG SHUI STATION(B3) (ND482),Bus,22.502406,114.127082,Sheung Shui
222,TIN YEE HOUSE TIN PING ESTATE (ND335),Bus,22.504778,114.131439,Sheung Shui
223,TIN PING ESTATE BUS TERMINUS (ND950),Bus,22.503533,114.13385,Sheung Shui
224,LUNG SUM AVENUE SPORTS CENTRE (ND231),Bus,22.505047,114.131189,Sheung Shui
225,SHEUNG SHUI BBI - SHEUNG SHUI STATION(B4) (ND481),Bus,22.502052,114.12731,Sheung Shui
226,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A1),Bus,22.502744,114.127704,Sheung Shui
227,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A2),Bus,22.502434,114.127853,Sheung Shui
228,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A1),Bus,22.502744,114.128222,Sheung Shui
229,"TAI PING BUS TERMINUS, NORTH DISTRICT HOSPITAL",Bus,22.497528,114.125221,Sheung Shui
230,CHEERFUL PARK (ND126),Bus,22.495428,114.131869,Sheung Shui
231,8 ROYAL GREEN (ND117),Bus,22.49568,114.128132,Sheung Shui
232,ROYAL GREEN (ND115),Bus,22.494589,114.126142,Sheung Shui
233,CHEUNG LUNG WAI ESTATE (ND110),Bus,22.495937,114.125205,Sheung Shui
234,SHEUNG SHUI BBI - SHEUNG SHUI STATION(D2) (ND106),Bus,22.500883,114.127921,Sheung Shui
235,CHOI YUEN BUS TERMINUS (ND920),Bus,22.500849,114.125625,Sheung Shui
236,CHOI FAI STREET SHEUNG SHUI (ND101),Bus,22.503847,114.123463,Sheung Shui
237,PING KONG (ND346),Bus,22.497894,114.122666,Sheung Shui
238,Green minibus stop (4722),Green Minibus,22.50213383236661,114.12828106258786,Sheung Shui
239,CHOI NGAN HOUSE CHOI PO COURT (ND436),Bus,22.501266,114.123741,Sheung Shui
240,SHEUNG SHUI STATION (ND480),Bus,22.50214,114.127427,Sheung Shui
241,SHEUNG SHUI BBI - SHEUNG SHUI BUS TERMINUS (A2),Bus,22.502744,114.127704,Sheung Shui
242,SO KWUN PO VILLAGE (ND177),Bus,22.499824,114.130338,Sheung Shui
243,SHEUNG SHUI STATION (ND478),Bus,22.502004,114.127596,Sheung Shui
244,SHEUNG SHUI BBI - SHEUNG SHUI BUS TERMINUS (A1),Bus,22.502744,114.127704,Sheung Shui
245,SO KWUN PO VILLAGE (ND175),Bus,22.499824,114.130338,Sheung Shui
246,GLAMOUR GARDEN (ND404),Bus,22.495327,114.131373,Sheung Shui
247,CHEERFUL PARK (ND127),Bus,22.495511,114.131655,Sheung Shui
248,TSANG MUI MILLENNIUM SCHOOL (ND417),Bus,22.494309,114.125098,Sheung Shui
249,ROYAL GREEN (ND115),Bus,22.494589,114.126142,Sheung Shui
250,8 ROYAL GREEN (ND117),Bus,22.49568,114.128132,Sheung Shui
251,SHEUNG SHUI BBI - SHEUNG SHUI BUS TERMINUS(A1),Bus,22.502744,114.127704,Sheung Shui
252,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A1),Bus,22.502529,114.12768,Sheung Shui
253,LANDMARK NORTH,Bus,22.502562,114.127682,Sheung Shui
254,CHING HO ESTATE (ND415),Bus,22.494671,114.127659,Sheung Shui
255,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A4),Bus,22.502744,114.127704,Sheung Shui
256,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A3),Bus,22.502607,114.127861,Sheung Shui
257,SHEUNG SHUI BBI - SHEUNG SHUI STATION(B1) (ND484),Bus,22.502171,114.127188,Sheung Shui
258,CICTA TRAINING CENTRE (ND330),Bus,22.5093,114.128273,Sheung Shui
259,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A4),Bus,22.502536,114.128204,Sheung Shui
260,CHING HO ESTATE BUS TERMINUS (ND937),Bus,22.494746,114.128121,Sheung Shui
261,CHING HO ESTATE BUS TERMINUS (ND938),Bus,22.494629,114.128045,Sheung Shui
262,CHOI YUEN BUS TERMINUS (ND922),Bus,22.500849,114.125625,Sheung Shui
263,"TAI PING BUS TERMINUS, NORTH DISTRICT HOSPITAL",Bus,22.497528,114.125221,Sheung Shui
264,"TAI PING BUS TERMINUS, NORTH DISTRICT HOSPITAL",Bus,22.497528,114.125221,Sheung Shui
265,ELEGANTIA COLLEGE (ND422),Bus,22.49361,114.124466,Sheung Shui
266,ELEGANTIA COLLEGE (ND421),Bus,22.493441,114.124477,Sheung Shui
267,CHING HO ESTATE BUS TERMINUS (ND935),Bus,22.494584,114.12819,Sheung Shui
268,SHEUNG SHUI BBI - SHEUNG SHUI STATION(B2) (ND483),Bus,22.5021,114.127258,Sheung Shui
269,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A3),Bus,22.502573,114.127769,Sheung Shui
270,SHEUNG SHUI BBI - SHEUNG SHUI TERMINUS (A5),Bus,22.502744,114.127704,Sheung Shui
271,"TAI PING BUS TERMINUS, NORTH DISTRICT HOSPITAL",Bus,22.49794,114.125292,Sheung Shui
272,CHOI YUEN BUS TERMINUS (ND921),Bus,22.500924,114.12562,Sheung Shui
273,TSUI LAI GARDEN (ND945),Bus,22.507247,114.12862,Sheung Shui
274,CHOI PIK HOUSE CHOI PO COURT (ND432),Bus,22.502456,114.125148,Sheung Shui
275,SHEUNG SHUI GOVERNMENT SECONDARY SCHOOL (ND125),Bus,22.496312,114.128526,Sheung Shui
276,SHEUNG SHUI BBI - SHEUNG SHUI STATION(D1) (ND107),Bus,22.500883,114.127921,Sheung Shui
277,Green minibus stop (2254),Green Minibus,22.50117519533741,114.12379140379792,Sheung Shui
278,Green minibus stop (2233),Green Minibus,22.501620048688167,114.1315369836954,Sheung Shui
279,Green minibus stop (2228),Green Minibus,22.50090637453212,114.13057507648725,Sheung Shui
280,Green minibus stop (2224),Green Minibus,22.50525925341212,114.13139001497392,Sheung Shui
281,Green minibus stop (2223),Green Minibus,22.503036768183318,114.12794059176797,Sheung Shui
282,Green minibus stop (2222),Green Minibus,22.50184465346604,114.12760085821674,Sheung Shui
283,Green minibus stop (2259),Green Minibus,22.501527280975893,114.12348999214764,Sheung Shui
284,Green minibus stop (2221),Green Minibus,22.50509674755629,114.13153585121098,Sheung Shui
285,Green minibus stop (1579),Green Minibus,22.50382206560892,114.12681293652972,Sheung Shui
286,Green minibus stop (1535),Green Minibus,22.502982998861004,114.129320669928,Sheung Shui
287,Green minibus stop (1534),Green Minibus,22.50329967343446,114.13143924911478,Sheung Shui
