,Name,Type,Latitude,Longitude,Town
575,TIN YAN ESTATE BUS TERMINUS (TN952),Bus,22.462329,113.996618,Tin Shui Wai
576,CHING CHOI HOUSE TIN CHING ESTATE (TN552),Bus,22.462273,114.002606,Tin Shui Wai
577,CHING WAN HOUSE TIN CHING ESTATE (TN252),Bus,22.463713,114.003961,Tin Shui Wai
578,YAT TAM HOUSE TIN YAT ESTATE (TN501),Bus,22.468468,113.999554,Tin Shui Wai
579,YAN FU HOUSE TIN FU COURT (TN503),Bus,22.464353,113.99753,Tin Shui Wai
580,HONG KONG WETLAND PARK (TN402),Bus,22.46955,114.002584,Tin Shui Wai
581,Green minibus stop (665),Green Minibus,22.454385183074898,114.00319348297256,Tin Shui Wai
582,WETLAND PARK ROAD (TN400),Bus,22.465603,114.006451,Tin Shui Wai
583,CHUNG KI HOUSE TIN CHUNG COURT (TN271),Bus,22.461778,114.000401,Tin Shui Wai
584,TIN SHUI WAI TOWN CENTRE (TN943),Bus,22.458101,114.001781,Tin Shui Wai
585,TIN TSZ ESTATE (TN604),Bus,22.453091,114.006201,Tin Shui Wai
586,Yuen Long West (LR Fung Nin Road Stop),MTR Bus,22.445181,114.024919,Yuen Long
587,Tai Kiu Tsuen (MTR Long Ping Station),MTR Bus,22.447489,114.026856,Yuen Long
588,Yuen Long On Ning Road,MTR Bus,22.446162,114.026731,Yuen Long
589,"Chu Ping House, Long Ping Estate",MTR Bus,22.451408,114.025329,Yuen Long
590,Wai Chow School,MTR Bus,22.449497,114.02552,Yuen Long
591,Tai Kiu Tsuen (MTR Long Ping Station),MTR Bus,22.447538,114.026826,Yuen Long
592,"Chu Ping House, Long Ping Estate",MTR Bus,22.451434,114.025324,Yuen Long
593,Wai Chow School,MTR Bus,22.449497,114.025532,Yuen Long
594,Yuen Long On Ning Road,MTR Bus,22.446157,114.026583,Yuen Long
595,Yuen Long Plaza (LR Fung Nin Road Stop),MTR Bus,22.444676,114.023705,Yuen Long
596,Yuen Long Town Hall,MTR Bus,22.443644,114.022164,Yuen Long
597,Yuen Long Swimming Pool,MTR Bus,22.44149722,114.0221389,Yuen Long
598,Springdale Villas,MTR Bus,22.440407,114.021312,Yuen Long
599,Villa Art Deco,MTR Bus,22.440088,114.019048,Yuen Long
600,Fung Chi Tsuen,MTR Bus,22.448299,114.018562,Yuen Long
601,Fung Chi Tsuen,MTR Bus,22.44845,114.018634,Yuen Long
602,Fung Chi Tsuen,MTR Bus,22.448467,114.018601,Yuen Long
603,HONG LOK ROAD YUEN LONG (S10) (YL254),Bus,22.444365,114.026102,Yuen Long
604,Yuen Long Home for the Aged Blind,MTR Bus,22.445968,114.022572,Yuen Long
605,YOHO MALL II (YL390),Bus,22.446616,114.035376,Yuen Long
606,TUNG LOK STREET YUEN LONG (N9) (YL369),Bus,22.444617,114.028259,Yuen Long
607,YUEN LONG (WEST) BUS TERMINUS (YL945),Bus,22.445364,114.024859,Yuen Long
608,KUK TING STREET YUEN LONG (N14) (YL375),Bus,22.44458,114.030435,Yuen Long
609,HI LEE PATH YUEN LONG (N6) (YL365),Bus,22.444662,114.025534,Yuen Long
610,SHUI PIN WAI ESTATE (YL358),Bus,22.444573,114.019835,Yuen Long
611,YUEN LONG PARK (YL261),Bus,22.444092,114.018874,Yuen Long
612,SHUI PIN TSUEN (YL259),Bus,22.444444,114.021349,Yuen Long
613,YUEN LONG POLICE STATION (S14) (YL258),Bus,22.444452,114.023955,Yuen Long
614,Park Royale,MTR Bus,22.442503,114.017663,Yuen Long
615,YAU SAN STREET YUEN LONG (S4) (YL248),Bus,22.444299,114.030887,Yuen Long
616,YOHO MALL (YUEN LONG) (YL400),Bus,22.445065,114.036445,Yuen Long
617,Wai Chow School,MTR Bus,22.449502,114.025527,Yuen Long
618,Tai Kiu Tsuen (MTR Long Ping Station),MTR Bus,22.447487,114.026853,Yuen Long
619,MTR Yuen Long Station (Long Yat Road) (MTR Yuen Long Station),MTR Bus,22.446625,114.0349444,Yuen Long
620,Yuen Long Landmark,MTR Bus,22.4444,114.02836,Yuen Long
621,Yuen Long Plaza (LR Fung Nin Road Stop),MTR Bus,22.44467,114.023718,Yuen Long
622,Long Ping (Bus Terminus),MTR Bus,22.450549,114.022688,Yuen Long
623,Yuen Long Park,MTR Bus,22.44193,114.02007,Yuen Long
624,On Hong Road,MTR Bus,22.44302568,114.0230108,Yuen Long
625,Silver Field Garden,MTR Bus,22.43953,114.02226,Yuen Long
626,Long Ping,MTR Bus,22.45078121,114.0229286,Yuen Long
627,Kuk Ting Street,MTR Bus,22.44441197,114.030327,Yuen Long
628,Yuen Long Landmark,MTR Bus,22.44446897,114.02828,Yuen Long
629,Yuen Long Plaza,MTR Bus,22.44457601,114.023787,Yuen Long
630,LR Shui Pin Wai Stop,MTR Bus,22.44457601,114.019733,Yuen Long
631,Yuen Long Park,MTR Bus,22.44416303,114.018772,Yuen Long
632,LR Shui Pin Wai Stop,MTR Bus,22.44449303,114.02119,Yuen Long
633,Yuen Long Police Station,MTR Bus,22.44449303,114.024142,Yuen Long
634,Yeung Uk Tsuen,MTR Bus,22.45134693,114.0254022,Yuen Long
635,Hong Lok Road,MTR Bus,22.44478103,114.026429,Yuen Long
636,Long Ping,MTR,22.447679,114.025488,Yuen Long
637,Shui Pin Wai,LRT,22.444449,114.019857,Yuen Long
638,Tai Tong Road,LRT,22.44452,114.029015,Yuen Long
639,Hong Lok Road,LRT,22.44461,114.02691,Yuen Long
640,Tai Tong Road,MTR Bus,22.4446245,114.028421,Yuen Long
641,Yau San Street,MTR Bus,22.44451201,114.0315245,Yuen Long
642,Yuen Long Station (LR Yuen Long Stop) (MTR Yuen Long Station),MTR Bus,22.446443,114.034518,Yuen Long
643,YOHO MALL I (YL408),Bus,22.445065,114.036445,Yuen Long
644,Yuen Long,MTR,22.446088,114.03477,Yuen Long
645,Ping Cheong Path (MTR Long Ping Station),MTR Bus,22.447672,114.023295,Yuen Long
646,Yuen Long Home for the Aged Blind,MTR Bus,22.446002,114.022607,Yuen Long
647,Yuen Long Town Hall (LR Fung Nin Road Stop),MTR Bus,22.4434668,114.0223167,Yuen Long
648,Yuen Long Theatre,MTR Bus,22.441306,114.02224,Yuen Long
649,Lut Sau Hall (LR Fung Nin Road Stop),MTR Bus,22.442588,114.022245,Yuen Long
650,Ping Cheong Path (MTR Long Ping Station),MTR Bus,22.447648,114.023001,Yuen Long
651,Yeung Uk Tsuen,MTR Bus,22.451379,114.025576,Yuen Long
652,"Chu Ping House, Long Ping Estate",MTR Bus,22.451414,114.025334,Yuen Long
653,Wai Chow School,MTR Bus,22.449515,114.025532,Yuen Long
654,"Yuet Ping House, Long Ping Estate (MTR Long Ping Station)",MTR Bus,22.44785153,114.0227269,Yuen Long
655,"Hong Shui House, Shui Pin Wai Estate",MTR Bus,22.44613943,114.0213445,Yuen Long
656,Yuen Long Town Hall (LR Fung Nin Road Stop),MTR Bus,22.44362078,114.0222338,Yuen Long
657,Citi Mall,MTR Bus,22.44298197,114.0278032,Yuen Long
658,Manhattan Plaza,MTR Bus,22.44119428,114.0293385,Yuen Long
659,Hang Heung Cake Shop,MTR Bus,22.43836882,114.0294482,Yuen Long
660,Sereno Verde,MTR Bus,22.43724051,114.0295783,Yuen Long
661,Fraser Village,MTR Bus,22.43543081,114.0287164,Yuen Long
662,Fraser Village,MTR Bus,22.435406,114.0287683,Yuen Long
663,Sereno Verde,MTR Bus,22.436903,114.029411,Yuen Long
664,Manhattan Plaza,MTR Bus,22.44120404,114.0294022,Yuen Long
665,Yuen Long Commercial Centre,MTR Bus,22.44297,114.027754,Yuen Long
666,On Hong Road,MTR Bus,22.44306167,114.0236577,Yuen Long
667,South Yuen Long Government Primary School,MTR Bus,22.438801,114.02024,Yuen Long
668,YOHO MALL I (A3) (YL242),Bus,22.444324,114.035984,Yuen Long
669,YUEN LONG (WEST) BUS TERMINUS (YL944),Bus,22.44552,114.024812,Yuen Long
670,TAI TONG ROAD YUEN LONG (S8) (YL252),Bus,22.444344,114.028219,Yuen Long
671,Green minibus stop (3141),Green Minibus,22.43781667810125,114.02331269666912,Yuen Long
672,Green minibus stop (2972),Green Minibus,22.44393432113188,114.02761924092226,Yuen Long
673,Green minibus stop (2971),Green Minibus,22.44516843000275,114.03422389886016,Yuen Long
674,Green minibus stop (2970),Green Minibus,22.444341411756607,114.0188853678262,Yuen Long
675,Green minibus stop (2964),Green Minibus,22.44393432113188,114.02761924092226,Yuen Long
676,Green minibus stop (2117),Green Minibus,22.44319754119002,114.02197588450716,Yuen Long
677,Green minibus stop (1884),Green Minibus,22.446158385019967,114.0304341369112,Yuen Long
678,Green minibus stop (1803),Green Minibus,22.440516509000457,114.03282007352853,Yuen Long
679,Green minibus stop (1654),Green Minibus,22.440122993322834,114.03717249668514,Yuen Long
680,Green minibus stop (1653),Green Minibus,22.43512817556076,114.03604096059806,Yuen Long
681,Green minibus stop (1563),Green Minibus,22.446271218696893,114.03544683004388,Yuen Long
682,Green minibus stop (1539),Green Minibus,22.447542952317335,114.02383630868192,Yuen Long
683,Green minibus stop (1297),Green Minibus,22.447473418084865,114.02672169018707,Yuen Long
684,Green minibus stop (1296),Green Minibus,22.44433444178337,114.03065948741748,Yuen Long
685,Green minibus stop (1256),Green Minibus,22.4442959075644,114.01852597882086,Yuen Long
686,Green minibus stop (951),Green Minibus,22.446613991332956,114.03500931767016,Yuen Long
687,Green minibus stop (867),Green Minibus,22.444402477120587,114.02608383032928,Yuen Long
688,Green minibus stop (862),Green Minibus,22.443899868360518,114.02943590508988,Yuen Long
689,Green minibus stop (668),Green Minibus,22.44459414243132,114.02826941550192,Yuen Long
690,Green minibus stop (514),Green Minibus,22.44292741676311,114.0325747218046,Yuen Long
691,Green minibus stop (513),Green Minibus,22.444368961718137,114.0289011054524,Yuen Long
692,Green minibus stop (3142),Green Minibus,22.442758321687396,114.0254250208257,Yuen Long
693,Green minibus stop (512),Green Minibus,22.44433495100401,114.0312229345902,Yuen Long
694,Green minibus stop (3143),Green Minibus,22.443179929735063,114.03219559378708,Yuen Long
695,Green minibus stop (3145),Green Minibus,22.44292300327117,114.02771746784389,Yuen Long
696,Green minibus stop (3389),Green Minibus,22.448433813240264,114.0301694460925,Yuen Long
697,Green minibus stop (3388),Green Minibus,22.44563803004054,114.02436299229386,Yuen Long
698,Green minibus stop (3387),Green Minibus,22.44604644884148,114.02654836078094,Yuen Long
699,Green minibus stop (3386),Green Minibus,22.44883162758968,114.03069363387844,Yuen Long
700,Green minibus stop (3385),Green Minibus,22.4496636694506,114.0320722901026,Yuen Long
701,Green minibus stop (3384),Green Minibus,22.4492133107784,114.03337456169452,Yuen Long
702,Green minibus stop (3383),Green Minibus,22.449592173292498,114.03290785279604,Yuen Long
703,Green minibus stop (3382),Green Minibus,22.45188332720667,114.0300492363975,Yuen Long
704,Green minibus stop (3381),Green Minibus,22.44925738764224,114.03216986143072,Yuen Long
705,Green minibus stop (3370),Green Minibus,22.450766844948426,114.03371299076164,Yuen Long
706,Green minibus stop (3369),Green Minibus,22.45227641517323,114.03540188091222,Yuen Long
707,Green minibus stop (3368),Green Minibus,22.44666717120053,114.03387263443554,Yuen Long
708,Green minibus stop (3367),Green Minibus,22.443792993943323,114.03107778164562,Yuen Long
709,Green minibus stop (3366),Green Minibus,22.45227641517323,114.03540188091222,Yuen Long
710,Green minibus stop (3348),Green Minibus,22.446302563051017,114.03009396924246,Yuen Long
711,Green minibus stop (3187),Green Minibus,22.444377036234137,114.02786163278984,Yuen Long
712,Green minibus stop (3178),Green Minibus,22.446614119302524,114.0351550391746,Yuen Long
713,Green minibus stop (3177),Green Minibus,22.44461876204643,114.02560757953042,Yuen Long
714,Green minibus stop (3176),Green Minibus,22.44589817680758,114.02253634016571,Yuen Long
715,Green minibus stop (3175),Green Minibus,22.450630773645766,114.02322087278144,Yuen Long
716,Green minibus stop (3147),Green Minibus,22.437132465106835,114.0255379810996,Yuen Long
717,Green minibus stop (3144),Green Minibus,22.441787341459094,114.03008900451162,Yuen Long
718,Green minibus stop (511),Green Minibus,22.444310651010525,114.03435106582724,Yuen Long
719,Green minibus stop (508),Green Minibus,22.44645080187192,114.03428087629796,Yuen Long
720,Green minibus stop (507),Green Minibus,22.444569364726263,114.03080496071593,Yuen Long
721,YOHO MALL II (YL393),Bus,22.44658,114.035512,Yuen Long
722,YOHO MALL I (YL405),Bus,22.445065,114.036445,Yuen Long
723,LONG PING STATION (YL931),Bus,22.449321,114.027066,Yuen Long
724,WANG FU COURT (YL175),Bus,22.450569,114.028486,Yuen Long
725,CHU PING HOUSE LONG PING ESTATE (YL151),Bus,22.451349,114.025322,Yuen Long
726,LONG PING ESTATE (YL926),Bus,22.450382,114.022806,Yuen Long
727,LONG PING ESTATE (YL922),Bus,22.450382,114.022806,Yuen Long
728,YUK YAT GARDEN (YL203),Bus,22.451304,114.025599,Yuen Long
729,YUEN LONG PLAZA (N4) (YL363),Bus,22.444678,114.023858,Yuen Long
730,KUK TING STREET YUEN LONG (N18) (YL379),Bus,22.444518,114.031179,Yuen Long
731,YUEN LONG STATION BUS TERMINUS (YL961),Bus,22.446096,114.034273,Yuen Long
732,YOHO MALL I (YL402),Bus,22.445065,114.036445,Yuen Long
733,YOHO MALL I (YL401),Bus,22.445065,114.036445,Yuen Long
734,YUEN LONG PLAZA (N3) (YL362),Bus,22.444678,114.023992,Yuen Long
735,SAN SHUI HOUSE (YL227),Bus,22.446214,114.019943,Yuen Long
736,SHUI PIN WAI ESTATE (YL357),Bus,22.444541,114.019732,Yuen Long
737,YUEN LONG (TAK YIP STREET) B/T (YL981),Bus,22.451245,114.030972,Yuen Long
738,HONG SHUI HOUSE SHUI PIN WAI ESTATE (YL136),Bus,22.446116,114.021258,Yuen Long
739,YUEN LONG STATION (YL960),Bus,22.446096,114.034273,Yuen Long
740,YUEN LONG (WEST) BUS TERMINUS (YL942),Bus,22.445453,114.024767,Yuen Long
741,"Chu Ping House, Long Ping Estate",MTR Bus,22.451421,114.025317,Yuen Long
742,KUK TING STREET (N17) (YL378),Bus,22.444578,114.030375,Yuen Long
743,THE FAMILY PLANNING ASSOCIATION OF HK (YL221),Bus,22.445861,114.022618,Yuen Long
744,FUNG CHI TSUEN (YL141),Bus,22.446441,114.019456,Yuen Long
745,YUEN LONG PARK (YL262),Bus,22.444081,114.018759,Yuen Long
746,Green minibus stop (497),Green Minibus,22.44592323227796,114.03003607996408,Yuen Long
747,Green minibus stop (496),Green Minibus,22.444628527711718,114.02639445433788,Yuen Long
748,Green minibus stop (495),Green Minibus,22.445361451000124,114.02796744298288,Yuen Long
749,Green minibus stop (493),Green Minibus,22.44435529661955,114.02392723675396,Yuen Long
750,YAU SAN STREET YUEN LONG (S2) (YL246),Bus,22.444293,114.031066,Yuen Long
751,TUNG LOK STREET YUEN LONG (N10) (YL370),Bus,22.444616,114.028298,Yuen Long
752,YOHO MALL I (A1) (YL240),Bus,22.444324,114.035984,Yuen Long
753,FUNG CHEUNG ROAD,Bus,22.442996,114.032671,Yuen Long
754,TUNG TAI STREET,Bus,22.445662,114.031821,Yuen Long
755,FUNG CHEUNG ROAD,Bus,22.442951,114.032667,Yuen Long
756,Green minibus stop (3474),Green Minibus,22.43987134290724,114.01888071440958,Yuen Long
757,TUNG TAI STREET (NR945),Bus,22.445662,114.031821,Yuen Long
758,KUK TING STREET YUEN LONG (N15) (YL376),Bus,22.444525,114.030933,Yuen Long
759,YOHO MALL I (YL405),Bus,22.445065,114.036445,Yuen Long
760,YUEN LONG PARK BUS TERMINUS (YL953),Bus,22.442051,114.020163,Yuen Long
761,YUEN LONG (TAK YIP STREET) (YL982),Bus,22.451245,114.030972,Yuen Long
762,YOHO MALL I (A2) (YL241),Bus,22.444276,114.03604,Yuen Long
763,YAU SAN STREET (S1) (YL245),Bus,22.444292,114.03117,Yuen Long
764,TAI TONG ROAD (S6) (YL250),Bus,22.444354,114.028391,Yuen Long
765,HONG LOK ROAD (S11) (YL255),Bus,22.444383,114.02605,Yuen Long
766,YUEN LONG POLICE STATION (S13) (YL257),Bus,22.444466,114.023938,Yuen Long
767,SHUI PIN TSUEN (YL260),Bus,22.444568,114.02114,Yuen Long
768,YUEN LONG (WEST) BUS TERMINUS (YL941),Bus,22.445432,114.024608,Yuen Long
769,YAU SAN STREET YUEN LONG (S5) (YL249),Bus,22.4443,114.030811,Yuen Long
770,Green minibus stop (3476),Green Minibus,22.4400611148333,114.01901649996611,Yuen Long
771,Green minibus stop (3482),Green Minibus,22.44395241789414,114.02765807991622,Yuen Long
772,MA TIN POK (YL511),Bus,22.437599,114.028938,Yuen Long
773,MA TIN TSUEN (YL512),Bus,22.437879,114.023474,Yuen Long
774,EMERALD GREEN (YL513),Bus,22.438681,114.019983,Yuen Long
775,YUEN LONG PARK BUS TERMINUS (YL952),Bus,22.442051,114.020163,Yuen Long
776,YUEN LONG PARK BUS TERMINUS (YL951),Bus,22.442051,114.020163,Yuen Long
777,YUEN LONG (WEST) BUS TERMINUS (YL947),Bus,22.445524,114.024917,Yuen Long
778,TUNG LOK STREET YUEN LONG (N8) (YL368),Bus,22.444569,114.027507,Yuen Long
779,KUK TING STREET YUEN LONG (N16) (YL377),Bus,22.444575,114.03102,Yuen Long
780,YOHO MALL I (YL404),Bus,22.445065,114.036445,Yuen Long
781,HI LEE PATH YUEN LONG (N7) (YL367),Bus,22.444661,114.025612,Yuen Long
782,TUNG LOK STREET YUEN LONG (N11) (YL371),Bus,22.444616,114.028346,Yuen Long
783,YOHO MALL II (YL392),Bus,22.446646,114.035151,Yuen Long
784,YUEN LONG (WEST) BUS TERMINUS (YL943),Bus,22.44552,114.024812,Yuen Long
785,LONG PING STATION (YL170),Bus,22.44936,114.02724,Yuen Long
786,WANG FU COURT (YL176),Bus,22.450569,114.028486,Yuen Long
787,TAK YIP STREET (YL207),Bus,22.451602,114.030521,Yuen Long
788,ONE REGENT PLACE (YL211),Bus,22.449239,114.030961,Yuen Long
789,YOHO MIX (Platform Y1) (YL243),Bus,22.444403,114.034469,Yuen Long
790,YAU SAN STREET YUEN LONG (S3) (YL247),Bus,22.444298,114.03097,Yuen Long
791,TAI TONG ROAD YUEN LONG (S9) (YL253),Bus,22.444356,114.027829,Yuen Long
792,YUEN LONG POLICE STATION (S12) (YL256),Bus,22.444429,114.023959,Yuen Long
793,SERENO VERDE (YL510),Bus,22.4382,114.030793,Yuen Long
794,FUNG CHI TSUEN (YL140),Bus,22.446363,114.019325,Yuen Long
795,RESIDENCE 88 (YL505),Bus,22.439208,114.032269,Yuen Long
796,YOHO MIX (C1) (YL244),Bus,22.44452,114.033402,Yuen Long
797,TUNG LOK STREET YUEN LONG (N12) (YL372),Bus,22.444616,114.028395,Yuen Long
798,YUEN LONG PLAZA (N2) (YL360),Bus,22.444681,114.023872,Yuen Long
799,YOHO MALL I (YL407),Bus,22.445282,114.0365,Yuen Long
800,LONG PING ESTATE BUS TERMINUS (YL920),Bus,22.450544,114.022894,Yuen Long
801,THE FAMILY PLANNING ASSOCIATION OF HK (YL220),Bus,22.445861,114.022618,Yuen Long
802,VILLA BY THE PARK (YL356),Bus,22.444345,114.018502,Yuen Long
803,YUEN LONG PLAZA (N1) (YL359),Bus,22.444678,114.023992,Yuen Long
804,YUET PING HOUSE LONG PING ESTATE (YL142),Bus,22.447786,114.022971,Yuen Long
805,CHU PING HOUSE LONG PING ESTATE (YL150),Bus,22.451349,114.025322,Yuen Long
806,LONG PING ESTATE BUS TERMINUS (YL923),Bus,22.450969,114.023033,Yuen Long
807,YUEN LONG PARK BUS TERMINUS (YL954),Bus,22.442051,114.020163,Yuen Long
808,PARK ROYALE (YL280),Bus,22.442417,114.017772,Yuen Long
809,VILLA ART DECO (YL285),Bus,22.440092,114.018928,Yuen Long
810,EMERALD GREEN (YL290),Bus,22.438894,114.019918,Yuen Long
811,MA TIN TSUEN (YL291),Bus,22.438144,114.023016,Yuen Long
812,MA TIN POK (YL292),Bus,22.437594,114.028462,Yuen Long
813,SERENO VERDE (YL293),Bus,22.438365,114.0309,Yuen Long
814,RESIDENCE 88 (YL295),Bus,22.439635,114.03212,Yuen Long
815,FUNG TING COURT (YL300),Bus,22.442539,114.032211,Yuen Long
816,YOHO MALL II (YL394),Bus,22.44666,114.035043,Yuen Long
817,YOHO MALL I (YL403),Bus,22.445065,114.036445,Yuen Long
818,HOP YICK ROAD (YL500),Bus,22.442067,114.032262,Yuen Long
819,ONE REGENT PLACE (YL161),Bus,22.449614,114.031081,Yuen Long
820,YUEN LONG (TAK YIP STREET) (YL980),Bus,22.451245,114.030972,Yuen Long
821,TAK YIP STREET (YL165),Bus,22.451548,114.029261,Yuen Long
822,Green minibus stop (4566),Green Minibus,22.439766082156307,114.02208655062871,Yuen Long
823,Green minibus stop (4565),Green Minibus,22.43720681347331,114.02780128997286,Yuen Long
824,Green minibus stop (4499),Green Minibus,22.446062679894165,114.02459568170866,Yuen Long
825,Green minibus stop (4498),Green Minibus,22.445322651834218,114.02509193821928,Yuen Long
826,Green minibus stop (4496),Green Minibus,22.444259480727982,114.0182151527603,Yuen Long
827,Green minibus stop (4470),Green Minibus,22.444559443736413,114.02982379336449,Yuen Long
828,Green minibus stop (4469),Green Minibus,22.44457593845956,114.02811400078552,Yuen Long
829,Green minibus stop (4468),Green Minibus,22.44461094587312,114.0269093488748,Yuen Long
830,Green minibus stop (4467),Green Minibus,22.444644545931062,114.0242183587338,Yuen Long
831,Green minibus stop (4466),Green Minibus,22.444531932042658,114.01978861227478,Yuen Long
832,Green minibus stop (4254),Green Minibus,22.45193119032964,114.02325830078134,Yuen Long
833,Green minibus stop (4253),Green Minibus,22.45134614190298,114.02529911652653,Yuen Long
834,Green minibus stop (4251),Green Minibus,22.451400597790077,114.02559051052944,Yuen Long
835,Green minibus stop (4250),Green Minibus,22.44887701200833,114.02127981875928,Yuen Long
836,Green minibus stop (4249),Green Minibus,22.445107871558672,114.02718082547727,Yuen Long
837,Green minibus stop (4247),Green Minibus,22.451382135800152,114.02516306594568,Yuen Long
838,Green minibus stop (4087),Green Minibus,22.442936360353144,114.03247756736872,Yuen Long
839,Green minibus stop (4021),Green Minibus,22.44615484103417,114.02657738821377,Yuen Long
840,Green minibus stop (4020),Green Minibus,22.445467129452805,114.02508206635224,Yuen Long
841,Green minibus stop (4004),Green Minibus,22.444586914891666,114.03024149362648,Yuen Long
842,Green minibus stop (4003),Green Minibus,22.445100123051443,114.0285700313072,Yuen Long
843,Green minibus stop (4567),Green Minibus,22.4374568763219,114.02480906924217,Yuen Long
844,Green minibus stop (4596),Green Minibus,22.444382443087367,114.0239854946969,Yuen Long
845,Green minibus stop (4597),Green Minibus,22.44453332209303,114.03089243011291,Yuen Long
846,Green minibus stop (4600),Green Minibus,22.44488460978249,114.02990116789309,Yuen Long
847,TAI KIU TSUEN YUEN LONG (YL216),Bus,22.447448,114.026847,Yuen Long
848,PING CHEONG PATH YUEN LONG (YL225),Bus,22.447583,114.022903,Yuen Long
849,HONG SHUI HOUSE SHUI PIN WAI ESTATE (YL135),Bus,22.446116,114.021258,Yuen Long
850,WAI CHOW SCHOOL (YL146),Bus,22.449433,114.025513,Yuen Long
851,LONG PING ESTATE BUS TERMINUS (YL924),Bus,22.450544,114.022894,Yuen Long
852,FUNG CHI TSUEN LONG PING ROAD (YL186),Bus,22.448286,114.018637,Yuen Long
853,LONG PING ESTATE BUS TERMINUS (YL925),Bus,22.450382,114.022806,Yuen Long
854,HI LEE PATH YUEN LONG (N5) (YL364),Bus,22.444659,114.025457,Yuen Long
855,YOHO MALL II (YL395),Bus,22.446662,114.034928,Yuen Long
856,YUEN LONG (FUNG CHEUNG ROAD) BUS TERMINUS (YL970),Bus,22.44294,114.032453,Yuen Long
857,Green minibus stop (3477),Green Minibus,22.443040389832174,114.02770762784152,Yuen Long
858,YUEN LONG (WEST) BUS TERMINUS (YL940),Bus,22.445504,114.02496,Yuen Long
859,YUK YAT GARDEN (YL204),Bus,22.451304,114.025599,Yuen Long
860,YOHO MALL II (YL391),Bus,22.446632,114.035263,Yuen Long
861,YOHO MALL I (YL409),Bus,22.445065,114.036445,Yuen Long
862,LONG PING STATION BUS TERMINUS (YL932),Bus,22.449321,114.027066,Yuen Long
863,SAN SHUI HOUSE (YL226),Bus,22.446319,114.020138,Yuen Long
864,LONG PING STATION BUS TERMINUS (YL930),Bus,22.449321,114.027066,Yuen Long
865,KUK TING STREET YUEN LONG (N13) (YL374),Bus,22.444579,114.03032,Yuen Long
866,SILVER FIELD GARDEN (YL520),Bus,22.439505,114.022113,Yuen Long
867,HI LEE PATH YUEN LONG (N7) (YL366),Bus,22.444661,114.025612,Yuen Long
868,Green minibus stop (4646),Green Minibus,22.4457939011865,114.03693366587218,Yuen Long
869,TAI TONG ROAD YUEN LONG (S7) (YL251),Bus,22.444342,114.028334,Yuen Long
870,Fung Chi Tsuen,MTR Bus,22.448256,114.018583,Yuen Long
